Rua,Bairro,Cidade,Metragem,Quartos,Banheiros,Vagas,Valor_Anuncio,Valor_m2,apenas_rua,rua,cep,latitude,longitude,Point,setor_censo,Cod_setor,Cod_Grandes Regiï¿½es,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012
,Jardim Paulista,São Paulo,549,3,3,7,5900000.0,10746.81238615665,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Baltazar Gomes de Alarcão,Jardim Miriam,São Paulo,335,4,2,3,750000.0,2238.805970149254,rua baltazar gomes de alarcão,rua baltazar gomes de alarcão,4417270.0,-23.681612,-46.636989,POINT (-46.636989 -23.681612),355030822000245.0,355030822000245.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030822.0,CIDADE ADEMAR,35503082200.0,CIDADE ADEMAR,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,263.0,813.0,3.09,2.44,883.27,1265685.17,1350.58,1304409.38,655.82,869444.99,1188.05,942914.49
Avenida Piassanguaba,Planalto Paulista,São Paulo,400,3,4,6,2210000.0,5525.0,avenida piassanguaba,avenida piassanguaba,4060000.0,-23.6051178,-46.6512517,POINT (-46.6512517 -23.6051178),355030877000128.0,355030877000128.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030877.0,SAï¿½DE,35503087700.0,SAï¿½DE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,191.0,599.0,3.14,2.64,3996.13,28056671.23,5263.86,30299687.76,2248.81,17231433.36,4011.58,23687970.63
Rua França Júnior,Jardim da Saúde,São Paulo,476,3,3,2,1500000.0,3151.2605042016808,rua frança júnior,rua frança júnior,9350235.0,-23.6797832,-46.4375382,POINT (-46.4375382 -23.6797832),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Paineiras do Morumbi,São Paulo,850,5,4,6,5000000.0,5882.35294117647,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Félix Guilhem, 899 ",Lapa de Baixo,São Paulo,85,2,1,4,550000.0,6470.588235294118,rua félix guilhem,rua félix guilhem,5069000.0,-23.515458,-46.7062544,POINT (-46.7062544 -23.515458),355030848000062.0,355030848000062.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030848.0,LAPA,35503084800.0,LAPA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,148.0,419.0,2.83,1.73,2444.74,10548489.39,2621.9,10850578.49,1497.41,6194873.6,1971.58,7225135.81
"Rua Ermelinda Americano, 117 ",Perdizes,São Paulo,200,3,3,2,1500000.0,7500.0,rua ermelinda americano,rua ermelinda americano,5007050.0,-23.5315784,-46.6780268,POINT (-46.6780268 -23.5315784),355030860000070.0,355030860000070.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030860.0,PERDIZES,35503086000.0,PERDIZES,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,147.0,444.0,3.02,2.31,2869.8,6753282.02,3295.79,6348599.62,1741.11,4518577.1,2459.47,4616439.4
,Jardim dos Estados,São Paulo,539,4,6,4,5500000.0,10204.081632653062,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Santo Afonso,Penha de França,São Paulo,1100,10,8,10,3500000.0,3181.818181818182,rua santo afonso,rua santo afonso,6708395.0,-23.5923919,-46.8437975,POINT (-46.8437975 -23.5923919),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alameda dos Piratinins, 562 ",Planalto Paulista,São Paulo,266,4,4,3,1600000.0,6015.037593984963,alameda dos piratinins,alameda dos piratinins,4065050.0,-23.6174692,-46.6482719,POINT (-46.6482719 -23.6174692),355030877000067.0,355030877000067.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030877.0,SAï¿½DE,35503087700.0,SAï¿½DE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,164.0,437.0,2.66,2.04,3158.96,22210644.93,5570.65,25770816.97,2096.19,13029851.56,3930.35,17241576.74
Rua Bráz Cubas,Aclimação,São Paulo,140,4,2,1,1300000.0,9285.714285714286,rua bráz cubas,rua bráz cubas,9581670.0,-23.6388647,-46.5830654,POINT (-46.5830654 -23.6388647),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Alberto Faria, 1730 ",Alto de Pinheiros,São Paulo,640,4,6,4,6850000.0,10703.125,rua alberto faria,rua alberto faria,13073014.0,-22.8886436,-47.0642473,POINT (-47.0642473 -22.8886436),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brooklin Paulista,São Paulo,292,3,3,2,1600000.0,5479.45205479452,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Luzitânia,São Paulo,360,4,6,4,7500000.0,20833.33333333333,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Ida,São Paulo,455,3,4,5,2600000.0,5714.285714285715,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Cláudio Xavier, 29 ",Jardim de Lorenzo,São Paulo,170,3,2,5,650000.0,3823.529411764706,rua cláudio xavier,rua cláudio xavier,3715120.0,-23.5052521,-46.5367785,POINT (-46.5367785 -23.5052521),355030818000094.0,355030818000094.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030818.0,CANGAIBA,35503081800.0,CANGAIBA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,204.0,651.0,3.19,4.01,1915.71,110443278.05,2014.45,115965774.29,916.63,40775652.07,1486.21,65337593.34
"Rua Arandu, 737 ",Brooklin Paulista,São Paulo,430,6,3,3,1800000.0,4186.046511627907,rua arandu,rua arandu,18705570.0,-23.1072154,-48.925516,POINT (-48.925516 -23.1072154),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Retiro Morumbi,São Paulo,850,4,5,6,7500000.0,8823.529411764706,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Granja Julieta,São Paulo,600,4,6,12,2700000.0,4500.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Drava,Vila Moinho Velho,São Paulo,300,3,1,6,1450000.0,4833.333333333333,rua drava,rua drava,4283000.0,-23.6106564,-46.6046763,POINT (-46.6046763 -23.6106564),355030868000197.0,355030868000197.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030868.0,SACOMï¿½,35503086800.0,SACOMï¿½,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,228.0,648.0,2.84,1.97,2038.99,4835284.66,2336.13,4845820.56,1312.05,3336574.45,1907.24,3715934.47
"Rua Dom Tomás Costa e Lima, 0 ",Vila Tramontano,São Paulo,388,3,5,8,4900000.0,12628.865979381444,rua dom tomás costa e lima,rua dom tomás costa e lima,5692020.0,-23.6184874,-46.7087933,POINT (-46.7087933 -23.6184874),355030883000075.0,355030883000075.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030883.0,VILA ANDRADE,35503088300.0,VILA ANDRADE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,58.0,202.0,3.48,2.11,9792.57,60116349.44,12347.15,43904618.84,4955.98,45450913.47,8456.99,47973553.82
,Cidade Dutra,São Paulo,180,3,3,2,850000.0,4722.222222222223,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Martins,Butantã,São Paulo,329,4,2,5,1500000.0,4559.270516717325,rua martins,rua martins,12423700.0,-22.9503977,-45.5015128,POINT (-45.5015128 -22.9503977),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Santana,São Paulo,318,3,2,7,1696000.0,5333.333333333333,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Carlos Rodrigues de Barros,Parque Edu Chaves,São Paulo,130,3,5,3,584998.0,4499.984615384616,rua carlos rodrigues de barros,rua carlos rodrigues de barros,2229020.0,-23.4741268,-46.5724078,POINT (-46.5724078 -23.4741268),355030892000108.0,355030892000108.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030892.0,VILA MEDEIROS,35503089200.0,VILA MEDEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,197.0,721.0,3.66,4.21,896.37,1019742.23,1139.26,1019345.37,857.17,896345.5,1166.26,859004.61
Praça José Pedro Leite Cordeiro,Bela Aliança,São Paulo,300,2,3,6,1645000.0,5483.333333333333,praça josé pedro leite cordeiro,praça josé pedro leite cordeiro,5086100.0,-23.5089629,-46.3703935,POINT (-46.3703935 -23.5089629),355030836000216.0,355030836000216.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030836.0,ITAIM PAULISTA,35503083600.0,ITAIM PAULISTA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,253.0,919.0,3.63,2.7,716.81,248255.35,851.42,179944.72,444.86,251714.55,784.1,177498.92
Rua Humberto I,Vila Mariana,São Paulo,110,2,2,1,850000.0,7727.272727272727,rua humberto i,rua humberto i,4018030.0,-23.5802211,-46.6430982,POINT (-46.6430982 -23.5802211),355030890000134.0,355030890000134.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030890.0,VILA MARIANA,35503089000.0,VILA MARIANA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,234.0,564.0,2.41,1.59,4230.91,14266813.07,4604.81,13803733.22,2743.87,11291663.45,3702.83,11688151.75
"Rua José Osvaldo Ribeiro, 10 ",Vila Guilhermina,São Paulo,125,3,2,1,585000.0,4680.0,rua josé osvaldo ribeiro,rua josé osvaldo ribeiro,3543160.0,-23.5375577,-46.5150821,POINT (-46.5150821 -23.5375577),355030891000012.0,355030891000012.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030891.0,VILA MATILDE,35503089100.0,VILA MATILDE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,276.0,903.0,3.27,3.36,1528.67,1956502.1,1610.35,1929403.26,1005.56,2017548.75,1417.25,2260511.08
Rua Acarituba,Santo Amaro,São Paulo,400,4,6,5,3500000.0,8750.0,rua acarituba,rua acarituba,4713010.0,-23.6536633,-46.7066927,POINT (-46.7066927 -23.6536633),355030871000031.0,355030871000031.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030871.0,SANTO AMARO,35503087100.0,SANTO AMARO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,141.0,417.0,2.96,3.08,1643.52,3042583.87,2050.76,2960614.29,1159.52,2823457.54,1741.59,3228698.59
"Rua Jacob Maris, 50 ",Instituto de Previdência,São Paulo,350,3,5,3,980000.0,2800.0,rua jacob maris,rua jacob maris,5532000.0,-23.5787629,-46.723569,POINT (-46.723569 -23.5787629),355030812000102.0,355030812000102.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030812.0,BUTANTï¿½,35503081200.0,BUTANTï¿½,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,158.0,466.0,2.95,1.88,3862.22,15713752.39,4123.18,15699409.57,2606.5,12129815.34,3657.64,13180242.78
Rua Luís Góis,Mirandópolis,São Paulo,100,4,2,3,650000.0,6500.0,rua luís góis,rua luís góis,4043000.0,-23.605246,-46.649592,POINT (-46.649592 -23.605246),355030877000156.0,355030877000156.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030877.0,SAï¿½DE,35503087700.0,SAï¿½DE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,179.0,457.0,2.55,1.71,3965.03,10291324.02,4150.53,10001176.78,2502.95,7845768.7,3355.35,7657023.32
Rua Salto Grande,Sumaré,São Paulo,130,3,2,2,750000.0,5769.2307692307695,rua salto grande,rua salto grande,13040001.0,-22.9299933,-47.0690445,POINT (-47.0690445 -22.9299933),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Doutor Nério Nunes, 189 ",Jardim Germânia,São Paulo,300,3,1,5,800000.0,2666.6666666666665,rua doutor nério nunes,rua doutor nério nunes,5848030.0,-23.6564265,-46.7592174,POINT (-46.7592174 -23.6564265),355030819000119.0,355030819000119.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030819.0,CAPï¿½O REDONDO,35503081900.0,CAPï¿½O REDONDO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,187.0,594.0,3.18,2.53,1579.89,2621086.61,1737.88,2608554.73,961.21,1638355.04,1365.13,1775783.83
"Rua Nebraska, 835 ",Brooklin Novo,São Paulo,240,4,4,6,2950000.0,12291.666666666666,rua nebraska,rua nebraska,6852590.0,-23.7027215,-46.8588833,POINT (-46.8588833 -23.7027215),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua João Maria Carmona,Vila Dalila,São Paulo,130,2,2,3,470000.0,3615.3846153846152,rua joão maria carmona,rua joão maria carmona,3521040.0,-23.5481468,-46.5197799,POINT (-46.5197799 -23.5481468),355030891000048.0,355030891000048.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030891.0,VILA MATILDE,35503089100.0,VILA MATILDE,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,197.0,687.0,3.49,2.4,1044.8,2074784.8,1659.88,2276898.79,858.63,1578575.1,1564.38,1772606.04
,Vila Cordeiro,São Paulo,177,3,5,2,1500000.0,8474.57627118644,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Jardim Paulista,São Paulo,1000,5,7,6,16500000.0,16500.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Canero,São Paulo,140,2,2,2,480000.0,3428.5714285714284,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Herwis, , 388 ",Vila Ema,São Paulo,160,3,2,4,462770.0,2892.3125,rua herwis,rua herwis,3279000.0,-23.583981,-46.5416822,POINT (-46.5416822 -23.583981),355030872000065.0,355030872000065.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030872.0,Sï¿½O LUCAS,35503087200.0,Sï¿½O LUCAS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,265.0,802.0,3.03,2.33,1289.25,1024611.38,1388.83,965212.72,873.32,971373.47,1280.74,902592.17
Rua República do Iraque,Brooklin Paulista,São Paulo,248,3,4,2,2350000.0,9475.806451612903,rua república do iraque,rua república do iraque,12216540.0,-23.2004626,-45.8825973,POINT (-45.8825973 -23.2004626),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua França Carvalho,Alto da Mooca,São Paulo,210,3,3,6,1300000.0,6190.476190476191,rua frança carvalho,rua frança carvalho,3182070.0,-23.5617888,-46.5902361,POINT (-46.5902361 -23.5617888),355030853000013.0,355030853000013.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030853.0,MOOCA,35503085300.0,MOOCA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,191.0,552.0,2.89,1.87,1666.97,7717521.71,2768.62,9785737.38,1204.05,4263182.56,2127.01,5572543.85
"Avenida Pascoal da Rocha Falcão, 544 ",Jardim Santa Helena,São Paulo,300,4,4,3,990000.0,3300.0,avenida pascoal da rocha falcão,avenida pascoal da rocha falcão,4785000.0,-23.6923813,-46.7136195,POINT (-46.7136195 -23.6923813),355030879000042.0,355030879000042.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030879.0,SOCORRO,35503087900.0,SOCORRO,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,229.0,704.0,3.07,2.2,2032.85,5919574.5,2516.34,6111895.09,1481.49,3885255.35,2072.17,4211042.93
Rua Marina Cintra,Jardim Europa,São Paulo,480,4,5,4,5500000.0,11458.333333333334,rua marina cintra,rua marina cintra,1446060.0,-23.5762992,-46.6723511,POINT (-46.6723511 -23.5762992),355030862000111.0,355030862000111.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030862.0,PINHEIROS,35503086200.0,PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,174.0,415.0,2.39,1.57,5262.28,91828767.02,5832.08,98491325.51,3505.49,49621250.61,4516.9,59401785.87
"Rua Batista de Oliveira, 74 ",Vila Formosa,São Paulo,294,2,1,4,1914000.0,6510.2040816326535,rua batista de oliveira,rua batista de oliveira,3359030.0,-23.5677207,-46.5482469,POINT (-46.5482469 -23.5677207),355030885000019.0,355030885000019.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030885.0,VILA FORMOSA,35503088500.0,VILA FORMOSA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,180.0,581.0,3.23,1.71,4608.82,232065570.93,4851.39,243167672.79,2062.69,81586025.94,3071.24,118481958.26
,Brooklin Paulista,São Paulo,401,4,5,5,1850000.0,4613.466334164588,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Vila Primavera,São Paulo,90,4,3,3,600000.0,6666.666666666667,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brooklin Paulista,São Paulo,200,3,2,3,1050000.0,5250.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Deputado Fábio Aranha,Pacaembu,São Paulo,447,4,5,4,4000000.0,8948.54586129754,rua deputado fábio aranha,rua deputado fábio aranha,1250060.0,-23.5486129,-46.6709674,POINT (-46.6709674 -23.5486129),355030826000041.0,355030826000041.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030826.0,CONSOLAï¿½ï¿½O,35503082600.0,CONSOLAï¿½ï¿½O,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,150.0,476.0,3.17,1.82,7823.49,57503276.6,8264.25,57097486.2,3951.22,34958879.8,5815.25,40630162.55
,Sumaré,São Paulo,345,5,4,3,2550000.0,7391.304347826087,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brasilândia,São Paulo,80,2,1,5,300000.0,3750.0,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua dos Povoadores,Vila Antonina,São Paulo,167,2,2,1,780000.0,4670.65868263473,rua dos povoadores,rua dos povoadores,3412015.0,-23.5572717,-46.5512601,POINT (-46.5512601 -23.5572717),355030885000092.0,355030885000092.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030885.0,VILA FORMOSA,35503088500.0,VILA FORMOSA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,262.0,789.0,3.01,1.88,2281.53,5275216.29,2410.33,5262518.94,1466.04,3461644.47,1934.1,3661926.51
Rua Maria Leonete da Silva Nóbrega,Vila Ida,São Paulo,270,4,6,5,1950000.0,7222.222222222223,rua maria leonete da silva nóbrega,rua maria leonete da silva nóbrega,5454010.0,-23.5409834,-46.7092255,POINT (-46.7092255 -23.5409834),355030802000024.0,355030802000024.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030802.0,ALTO DE PINHEIROS,35503080200.0,ALTO DE PINHEIROS,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,149.0,438.0,2.94,2.17,8268.94,40947091.33,8438.85,40350541.45,4631.08,30485954.09,6049.35,31245046.17
Rua Amaro Leite,Socorro,São Paulo,312,3,2,2,760000.0,2435.897435897436,rua amaro leite,rua amaro leite,6867570.0,-23.7600812,-46.8139356,POINT (-46.8139356 -23.7600812),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rua Doutor Jesuíno de Abreu, 278 ",Jardim Morumbi,São Paulo,285,4,5,6,1450000.0,5087.719298245615,rua doutor jesuíno de abreu,rua doutor jesuíno de abreu,5662010.0,-23.6119461,-46.7231054,POINT (-46.7231054 -23.6119461),355030854000077.0,355030854000077.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030854.0,MORUMBI,35503085400.0,MORUMBI,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,63.0,209.0,3.32,2.09,4002.38,18562131.34,5730.68,16629327.43,3025.43,47435190.07,5378.55,71899414.77
,Jardim Cordeiro,São Paulo,605,4,7,6,3700000.0,6115.702479338843,,,18125000.0,-23.5310431,-47.2550228,POINT (-47.2550228 -23.5310431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Princesa Leopoldina,Alto da Lapa,São Paulo,155,3,2,4,1600000.0,10322.58064516129,rua princesa leopoldina,rua princesa leopoldina,9911590.0,-23.692809,-46.6102396,POINT (-46.6102396 -23.692809),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Pereira da Nóbrega,Vila Monumento,São Paulo,265,3,1,8,1600000.0,6037.735849056604,rua pereira da nóbrega,rua pereira da nóbrega,1549020.0,-23.576782,-46.6144103,POINT (-46.6144103 -23.576782),355030834000091.0,355030834000091.0,3.0,Regiï¿½o Sudeste,35.0,Sï¿½o Paulo,3515.0,Metropolitana de Sï¿½o Paulo,35061.0,Sï¿½o Paulo,20.0,RM Sï¿½o Paulo,3550308.0,Sï¿½O PAULO,355030834.0,IPIRANGA,35503083400.0,IPIRANGA,3550308000.0,Sï¿½O PAULO (todos os setores),1.0,0.0,212.0,529.0,2.5,1.18,4809.74,21823658.11,5511.7,21136008.91,3192.48,16299948.19,4488.25,17102425.91
Rua Laplace,Brooklin Paulista,São Paulo,397,4,5,4,4280000.0,10780.856423173804,rua laplace,rua laplace,13484230.0,-22.5508468,-47.4212195,POINT (-47.4212195 -22.5508468),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rua Santos Torres,Pinheiros,São Paulo,145,2,3,1,1915000.0,13206.896551724138,rua santos torres,rua santos torres,5415090.0,-23.9665654,-46.3120098,POINT (-46.3120098 -23.9665654),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
